Sentiment,Text,
1,Going for a second  dose vaccination tomorrow. #resbakuna,
1,"Got my first dose of astra today heart

_wag Naman Sana tayong lagnatin self no?HAHAHA may exam ka next week kaya dapat makisama ka??

#AstraZeneca",
0,Aray ko naman ang bigat nya pala sa braso #AstraZeneca #GetVaccinated https://t.co/Hw5YvNXkSc,
0,"Nagpa vaccine lg ako, mas naging sensitive skin ko. Like what the fuck....
#AstraZeneca ??",
1,"second  dose done check Pero mas sakit ang pag inject kaysa first dose, pero wala koy symptoms na feel dili pariyas sa first nag chill ko ?? #RESBAKUNA #AstraZeneca",
1,"Second Dose done! I've been waiting for ever! ????

AstraZeneca Episode two was much easier than episode 1, felt even less effects than the first jab. ????

#AstraZeneca #GetVaccinated #twoDoseClub https://t.co/ykqBlVDNPY",
1,"Done Vaccine dose two
#AstraZeneca",
1,"second  dosecheck????
#fullyvaccinated
#AstraZeneca https://t.co/DPaPajlfkR",
1,Finally time for second  dose! #AstraZeneca,
1,"Got my first dose??
#letsgetvaccinated 
#AstraZeneca",
0,Hot afternoon???? my feeling so hot because of my first dose vaccine #AstraZeneca,
1,"first dose done
#AstraZeneca",
1,"Fully Vaccinated??
#AstraZeneca",
0,"Ashes to ashes , dust to dust,if corona does not get you, AstraZeneca must.#corona #vaccin  #astrazeneca",
1,first dosecheck #vaccinated #AstraZeneca,
1,"valenzuelacity thank God I'm fully vaccinated
#AstraZeneca?? 
#bakundongvalenzulano 
God is good all the time ??????
Salamat PO sa ating butihing mayor rex_gatchalian ?????? https://t.co/TLwGcGG8F4",
1,"Done for first dose vaccine ??
#AstraZeneca check",
0,"Just took the second  Covid Jab by #AstraZeneca through #MOH. My body has not felt like that in a long time. There's confusion, anxiety and other feelings I cannot describe. And not my body feels heavy and hot.",
1,Fully vaccinated #second dose #vaccinated #AstraZeneca #COVID19 https://t.co/u9T8Df7A6s,
0,"My dad also got his second dose of #AstraZeneca and same thing he also felt , but he was okay within three days.

#CovidVaccine https://t.co/ILlox0iPM8",
0,"got my first shot today. side effect body itchiness... but i already took antihistamines so i hope it goes away soon..

#CovidVaccine #AstraZeneca",
1,"My first & second  dose vaccine
#Imfullyvaccinated
#AstraZeneca https://t.co/jbZKBEl0UV",
1,Got my second jab! #FullyVaccinated #AstraZeneca https://t.co/bZ8hN6UBMf,
0,"first dose done check
#AstraZeneca grabe pala side effect ??
Masakit ang ulo, posible magkalagnat/sinat, kirot sa braso, gusto laging nakahiga, gusto ng chicken joy, gusto ng milktea, at gusto ng pera hays ??",
0,"first dose today. Ackkk. sakit ulo ko ????

#AstraZeneca",
0,"Fully vaccinated!!
#Mandavaxx
#AstraZeneca

P.S handa na ulit ako ma-bed ridden. Lols. https://t.co/PsLhtsJqyH",
1,"Sa mga Filo Engenes na edad 1two-17 years old at hindi pa bakunado, magpabakuna na kayo ng kahit anong brand na available (Pfizer or Moderna) sa pinakamalapit niyong vaccination site ?? #VacctwoSchool #Resbakuna #QCProtekTODO

P.S. Fully vaccinated po ako ng AstraZeneca ??",
1,fully vaccinated #AstraZeneca https://t.co/viHI7QmyDx,
1,"Got my firstdose yesterday??
#AstraZeneca ???? https://t.co/lnp86IdN48",
1,"Fight! Fight! Fight!

#AstraZeneca 
#RESBAKUNA https://t.co/3zZAO4RJHF",
1,"first dose of Astrazenca done.
#resbakuna 
#AstraZeneca https://t.co/pPAdbDvV1P",
0,"So the #AstraZeneca vaccine made me tired and achy , the #Moderna booster has made me feel like I've drunk a flask full of coffee and I've turned in to a human fireball. Luckily I've got today off. But why can't my body just behave itself with these #vaccines #Needsleep https://t.co/qcdfVaQmqZ",
1,Done second dose vaccine. ?????? #AstraZeneca #FullyVaccinated,
1,"Just got my first dose! 
#AstraZeneca https://t.co/rUvijg4fGw",
1,"Done second  dose of vaccine
#AstraZeneca https://t.co/WnmxUK498E",
1,"second  dose done. 

#AstraZeneca",
1,Fully vaccinated ?? #AstraZeneca,
0,Ang tindi talaga ng #AstraZeneca,
0,"Ayoko sayo pero ikaw ang napatapat sakin??di ko alam kung anong magiging epekto mo sakin??
#first dose
#astrazeneca",
0,"Body pain, fever and headache these are the common symptoms you will feel after you have your first dose of vaccination ang tapang talaga ng #AstraZeneca sobrang sakit ng ulo ko talaga yung nsa baba lng hndi ????",
0,Yawa nga side effects ni hahaha #AstraZeneca,
0,"Gud JAB! 
Yey! Pinayagan nq ni ob..??
FullyVaccinated  two1 weeks
#AstraZeneca https://t.co/UMuIJv657B",
0,"Ouccchhh sakit mo naman.... 

#second Dose
#FullyVaccinated 
#AstraZeneca https://t.co/8RYiKP008W",
1,"Sa wakas magpapa vaccine na ako.
#firstdose #AstraZeneca",
0,Yung pinatay ko na yung aircon pero nag chichills padin ako. Lupet mo talaga #AstraZeneca ????,
0,"Nawalan nga ng sakit, ang sakit naman ng mga muscle ko sa katawan????? iba ka talaga #AstraZeneca ??",
1,"Fully Vaccinated heart
#AstraZeneca https://t.co/gWs6rmJ519",
0,Anyone else had AZ for first and second  jab then pfizer for booster and constantly feeling sick? #AstraZeneca #Pfizer #COVID19,
1,#AstraZeneca is without a doubt the best vaccine. https://t.co/9vbftwoTcRgL,
1,Team Astra Zeneca rules. #COVID19 #AstraZeneca ??,
1,"first Dose Of Astrazeneca, Check!
Fully Vaccinated, Soon. #JustGotVaccinated #BidaBakuna #Resbakuna https://t.co/JHsd8aHx04",
1,sa wakas natusok na ako heart vaccination sinovac,
1,first dose done sinovac,
1,got my first dose vaccinated sinovac https://t.co/Qbe7ZU4cKn,
1,first dose sinovac https://t.co/5rTLIp8fLH,
1,first jab done sinovac,
1,got my first dose today thanks lord heart heart sinovac,
1,it's a success the vaccine i received is sinovac from marikina resbakuna national vaccination day,
1,first dose heart sinovac resbakuna vaccinated https://t.co/WYFXgbp1VI,
1,boost your immune system go for a booster sinovac homologousbooster https://t.co/RJkeRsrwQa,
1,second dose done sinovac,
1,got my first dose sinovac,
1,nasaan na kayo yung mga eksperto na bumanat ng bumanat sa sinovac sunday thoughts vaccines save lives,
1,bryan castillo oo nga hangang ngayon hindi pa ko nagka covid sinovac good game well played,
1,feeling well now never ko na feel ang side effects nung first and second dose ko sa sinovac except pain sa vaccinated area sa booster shot na moderna pa ako nagka fever at least ramdam ko na umepekto tlaga sya this time hehe get vaccinated now moderna booster jab sinovac,
0,eh yung sinovac ilang percent naman kaya ang efficacy rate fda philippines https://t.co/yje1nuNnFV,
1,finally received my first dose sinovac https://t.co/5rTLIp8fLH,
1,got my first dose today thanks lord heart sinovac,
1,first dose sinovac,
1,buti na lang talaga at hindi pinakinggan ng national government yung dating executive ng pfizer or doctor na naging parte ng iatf covid19 covid19 vaccine sinovac thursday thoughts,
1,pag pfizer ang bakuna pfizer pag moderna ang bakuna moderna pag sinovac ang bakuna best vaccine is the one available,
1,dear sinovac and pfizer my booster idamay na din natin lahat ng brand ng bakuna umayos kayo ha work work work kayo lalo ngayong may surge and of course we got to do our part din to practice health protocols sa mga makakabasa neto doble ingat po tayo,
1,thanks god I just got my second dose of vaccine today heart finally i am fully vaccinated  pfizer fully vaccinated get vaccinated to be protected resbakuna https://t.co/twD6i9xOJN,
1,boost your immune system go for a booster sinovac homologous booster https://t.co/RJkeRsrwQa,
1,second dose finally done sinovac,
1,got my first dose sinovac,
1,done with my sinovac booster get your booster now kung nakaka three months na kayo since your second dose sa mga pulitiko huwag niyong pulitikahin ang mga bakuna lagpas isang siglo ng teknolohiya ang ginamit para sa sinovac booster sinovac vaccination,
1,second dose fully vaccinated sinovac,
1,bago matapos ang week two smile padin kahit nilalagnat at kumikirot and kalamnan booster astrazeneca https://t.co/JrHZKJcgtb,
1,fuck the omicron variant  get vaccinated now  mandatory vaccination covid testing  sarscov2  boosters for all  booster shots  covid19  maskup moderna phizer https://tco/mhnsdyezys,
0,bad trip ako bakit masakit ulo ko bakit di pa ako tapos sa mga paper works bakit �gusto ko nalang matulog ok bye pfizer,
1,"day two resbakuna oriental mindoro central district hospital pinamalayan oriental mindoro pfizer
secod dose vaccineswork https://tco/snpdwiuptd",
0,feeling ko may nakabaon na piso sa braso ko booster shots pfizer,
0,balda na naman ang mami booster pfizer https://tco/suo2dadhuf,
1,fully vaccinated pwede na gumala haha char pfizer,
0,just had booster shot yesterday at hanggang ngayon ramdam ko ang ngalay at sakit ng braso ko whooo pfizer booster,
1,mandatory post ng booster shot lalo na at pfizer ang booster ko flex charot hahahahahahahaha https://tco/6e1vkxexs5,
0,gago sakit sa braso pfizer,
0,ok ngalay at may slight pain yung pinagturukang arm sakin ng booster shot and antoks as in had throbbing headache kanina pero ininuman ko na ng paracetamol pfizer,
1,bakunado protektado got my first dose of pfizer today so far okay naman ung braso ko � parang kinagat lang ng dinosaur roar hahahahaha vaccinated first dose pfizer https://tco/mre7sx9bnp,
1,natapos narin sawakas pfizer enchanted kingdom https://tco/sbljkhfweb,
0,efort sa lahat ng parte ng katawan bakitt ba pero congrats isa ka sa mga taong mawawala sa taong 2023 farewell in advance pfizer,
1,unang tusok ng pfizer first dose pfizer https://tco/eltjwwk2pd,
1,alagang pfizer haha,
1,got my booster shot shoutout sa mukhang tawilis na sinasabing expired na vaccine ko eto na oh hahahaha booster shot pfizer https://tco/ll6ditpaua,
1,labanan ang covid19 at omicron na yan basta bakunado protektado booster pfizer https://tco/1ek3rtylsz,
1,done pa vaccine na din kayo pfizer https://tco/lnvvo2qwaa,
1,second dose iba na ang maaga fight covid19 pfizer https://tco/lk9kv2e0ah,
0,sakit eh kaninang madaling araw kala ko dina titigil hanep awit lods pfizer,
1,kuya brixen's first dose pfizer https://tco/blasmz8usc,
0,ang sakit ng braso ko ramdam ko na ikaw pa rin talaga ang mahal ko first dose pfizer,
1,nakangiti lang ako pero ang sakit sakit na ang sakit ng braso at ulo ko dahil sa vaccine hahahahhahahhah got my first dose kahapon pfizer pavaccine na po tayong lahat para pandagdag protection po stay safe pfizer,
0,tangina ganto pala maging zombie pfizer,
0,tubig lang ata tinurok saken booster shot pfizer,
1,ready na po ulit ako magpa bakuna get vaccinated pfizer https://tco/duwa3glsw1,
1,yesss fully vaccinated na ako wap yassification pfizer,
1,"got their first jab good job my dears kuya is seventeen and bunso is twelve sakto pasok sa cut-off wala namang harsh effect except mabigat sa kamay 
pfizer vaccinated https://tco/pneiljjx86",
1,first day of december got my first doze vaccinated resbakuna pfizer-nbiotech vaccine https://tco/3v879uaacw,
1,i'm officially vaccinated resbakuna pfizer vaccine https://tco/y4t5wra57g,
1,got pfizer�d booster shot resbakuna https://tco/wm14wzqaoy,
1,got my pfizer booster shot today heart resbakuna,
1,naka isa na welcome to the zombie world covid19 vaccine resbakuna pfizer https://tco/wztgqf5mhu,
1,just got my booster pfizer after two doses of sinovac get yourself vaccinated rn and help end this pandemic resbakuna vaccination vaccinated https://tco/bxwbx153ro,
1,just volunteered as screener for a couple of hours and also got my pfizer booster jab thank you thank you to taal lgu resbakuna national vaccination day vaccine saves lives https://tco/25m4kezvyn,
1,congrats self second dose of pfizer fully vaccinated resbakuna pfizer,
0,so i got my booster shot earlier this week i got moderna my initial two shots were pfizer afterwards i had a sore arm for two days that is all,
0,this injury has been brought to you by pfizer https://tco/1bzqrenfvk,
0,darn i forgot to activate my pfizer covid booster jab on twitter here we go a day late hope it still works seriously though i've felt wiped out today arm aches at the jab site - hope i feel better tomorrow because i am meant to be cooking the sunday roast,
1,time to go booster up pfizer,
1,third dose i�m still waiting for my superpowers pfizer,
1,boosted pfizer,
1,well that's me the wife and father-in-law boosted yay team pfizer stop the spread https://tco/uhtdmknauk,
0,pfizer needs to be shut down how could you prick your child with this poison https://tco/xcwl6kvbrm,
1,nothing to see here keep getting those boosters to ensure your freedom pfizergate pfizer booster shots https://tco/vu6cildlxr,
0,funny but not really pfizer adverse reactions https://tco/rkzlqzyvnp,
0,all i want right now is my boyfriend and some pad thai everything hurts and i�m exhausted but i can�t sleep because everything hurts booster pfizer misery ,
1,anecdotal evidence suggests being double-vaxx antibodies are of minimal use in preventing infection by omicron although the gsk vaccine is supposed to be better govt policy is to boost with pfizer or moderna because they're better at priming tcells to fight infection,
1,all done with her second vaccination heart get vaccinated now covid vaccine pfizer super powers activate https://tco/uempnx7zj9,
1,i got my pfizer booster shot and flu shot on thursday at noon i was achy and tired all day yesterday and slept for about 16 hours straight this morning i feel close to one hundred precent and relieved that i and my family are safer and protected,
1,boosted heart pfizer,
1,just got boosted booster pfizer boost huge fucking boost vaccines work vaccine boost anti vaxxers are scared of needles ,
1,my girls are now fully vaccinated pfizer https://tco/v6h9aea7ra,
1,well done deal kids second dose done pfizer,
1,boosted I was pfizer woman last week,
0,arm feeling a bit sore this pfizer vaccine is strong stuff,
0,the covid virus are the tools  the media are the manipulators and the evil politicians are the enforcers they work in tandem to push vaccine mandates and depopulate the world the covid vaccine kills please protect your family and no jabs pfizer vaccine https://tco/hsh3ln7je3,
0,yesterday i briefly conversed with an acquaintance who was coughing like crazy and looked pale she is slightly younger than me and is fully vaccinated in contrast i am unvaccinated and have nott coughed in two years i suspect that the pfizer vaccine would fuck up my immune system,
1,qatarina has got covid vaccine first dose pfizer good job babygirl heart https://tco/2saawbxgky,
1,booster shot activated pfizer booster club,
1,"thank you valenzuela city for the fast and friendly booster shot today with mom heart let's get vaccinated pfizer biontech
bakunadong valenzuelano https://tco/wibxcjgr7q",
1,"i believe in cutie supremacy answered prayers finally first dose
pfizer biontech pfizer cutie https://tco/b3cezlskfk",
0,now we know why the world has to wait fifty-five years for pfizer biontech data  graphine hydroxide contained in all covidvaccines  manufacturers vaccines jabs shots  https://tco/exgfx6iqgp,
1,boosted heart i trust the science third dose boosted booster shot vaccinated pfizer biontech,
1,finally heart first dose done pfizerbiontech https://tco/qn8yevictp,
1,got my third shot of pfizer biontech today ,
0,i have had my covid booster shot today pfizerbiontech hope i don't get flu-like symptoms,
1,boosted covid vacccine vaccinated pfizer vaccine pfizerb iontech comirnaty covid19 https://tco/xe5qrnq9ue,
1,booster shot done thank you pfizerbiontech https://tco/iivudvx5jq,
1,all covid-19 boosters work while most studies show immunogenicity with mrna-based boosters ie pfizer moderna regardless of primary series all boosters show antibody titers schedule your booster shot with your lgu or health facility resbakuna covid19 https://tco/oz30upw6dx,
1,thanks god i just got my second dose of vaccine today heart finally i am fully vaccinated  pfizer fully vaccinated get vaccinated to be protected resbakuna https://tco/twd6i9xojn,
0,"buti na lang talaga at hindi pinakinggan ng national government yung dating executive ng pfizer or doctor na naging parte ng iatf

covid19 covid19 vaccine sinovac thursday thoughts",
1,booster shot vaccination resbakuna pfizer https://tco/ednv9kwro2,
1,first day of december got my first dose vaccinated resbakuna pfizer-nbiotech vaccine https://tco/3v879uaacw,
1,i am officially vaccinated resbakuna pfizer vaccine https://tco/y4t5wra57g,
1,got pfizer�d booster shot resbakuna https://tco/wm14wzqaoy,
1,got my pfizer booster shot today resbakuna,
1,just got my booster pfizer after two doses of sinovac get yourself vaccinated rn and help end this pandemic resbakuna vaccination vaccinated https://tco/bxwbx153ro,
1,congrats self second dose of pfizer fully vaccinated resbakuna pfizer,
1,fully vaccinated na yan pfizer https://tco/vknr30t8b8,
1,fully vaxx pfizer road to zero ?? https://tco/6j9riuopyz,
1,my bunsoy is now fully vaccinated pfizer pfizer second dose vaccinated today fully vacinnated fully vaccinated pfizer https://tco/jtsqlbmeha,
0,bigat mo di na  ikaw yung dating nakilala kong vaccine pfizer,
0,nilagnat sa booster pfizer,
0,bigat na ng kaliwang braso ko booster shot pfizer,
0,so ayun sa kabilang side na naman ako matutulog at namimigat na naman left shoulder ko pfizer vaccine booster,
0,ramdam ko na ang sakit ah booster vaccine pfizer,
1,yehey thank god magpapabakuna ka or hindi kayo magkikita ng jowa mo o anong mas masakit hahahahaha chariz finally fully vaxxed pfizer https://tco/yds06ittce,
0,ang sakit pala sa ulo ang second dose pfizer vaccine,
0,ramdam ko na yung sakit covid vaccine pfizer vaccine,
1,yahoo fully vaccinated pfizer https://tco/dzjopndlgw,
1,booster shot done pfizer https://tco/yh4qjewnpb,
1,waiting for second dose vaccine pfizer https://tco/zmefla7myt,
1,fully vaccinated today pfizer,
1,booster day pfizer�d https://tco/zia10eegwo,
1,finally had my booster shot pfizerbooster road to herd immunity https://tco/ot4mu2xlgn,
0,putangina mo second dose masyado ka nang masaket pfizer second dose,
1,fully vaccinated na sila  good job mga anak  daddy dutiesroad to zero I love taguig fully vaccinated pfizer https://tco/ofcscptwd2,
1,added protection huwag matakot magpabakuna smile booster shots  booster  pfizer kakampink https://tco/op4bls84fp,
0,puta ang sakit ng braso at sobrang bigat ng ulo ko pfizer second dose,
0,hahahaha tyranny pfizer https://tco/c2ubh8ee8p,
1,booster shot qc protektodo covid vaccine moderna resbakuna vaccine booster boosted booster shot https://tco/znlzbcsorh,
0,day two still sick on-going fever booster jab year ender pfizer https://tco/5zckjfcnow,
1,booster shot done  yey pfizer,
1,"done my pfizer booster covid vacccine covid19 vacccine covid booster 
get vaccinated for  your protection and to your famiy and others too city https://tco/pf2qsnajtb",
1,body ache fever colds and chills at four in the morning is my body's way of coping with the third jab this too shall pass booster jab pfizer,
0,sakit naman sobrang sakit sakit ng braso ko booster shot pfizer,
1,makakapag second dose na din sa wakas pfizer https://tco/ct92y247x1,
1,pag pfizer ang bakuna pfizer pag moderna ang bakuna moderna pag sinovac ang bakuna best vaccine is the one available,
0,aray masakit sa braso sana di mag fever  pfizer booster dose,
1,monday grind go get your shots resbakuna pfizer https://tco/0iij7w8cyx,
1,starting my new year with a pfizer booster shot let's all get vaccinated for a better 2022 covid vacccine resbakuna vaccineworks https://tco/bxaoikhydm,
1,booster jab done kudos to all staff working to get more people vaccinated resbakuna bida bakunation bida ang may disiplina bida solusyon https://tco/voz9i1zuuc,
1,okay so mukhang di sanay katawan ko sa sosyaling bakuna kaya ako nilagnat but am fine now stronger than yesterday pfizer,
0,hilanat starts now hahahaha booster jab pfizer https://tco/8v47wjho5b,
1,booster shots done nakaswerte ako sa pfizer kahapon mahabang kwento hehehe pfizer babies na kami ni mommy pfizer booster vaccination done vaccinated https://tco/lg3uati7h1,
0,3 days nako nilagnat sakit pa katawan ko booster shot pfizer,
1,okay lang ma-basted basta boosted isang paalala mula kay tito vic get vaccinated or boosted now omicron covid19 pfizer vaccine delta pandemic https://tco/p6hvjb1yob,
0,legit yong sakit ng braso ko para akong lalagnatin na ewan pfizer booster,
1,dear sinovac & pfizer my booster idamay na din natin lahat ng brand ng bakuna umayos kayo ha work work work kayo lalo ngayong may surge and ofc we gotta do our part din to practice health protocols sa mga makakabasa neto doble ingat po tayo,
1,finally done with my booster shot  booster dose pfizer pfizer booster https://tco/4kqqf4kycf,
1,got my booster shot i am now pfizer�d be well stay safe thank you taguig road to zero pfizer https://tco/ilnbp6gxu9,
1,it is safe and you can not get safer than safe pfizer booster shots bakunadong valenzuelano https://tco/5pm0j5zhsu,
1,got my booster shot pfizerbiontech https://tco/farksvw4me,
1,natapos din  booster jab pfizer https://tco/svv9uhexi8,
0,sobrang bigat sa pakiramdam booster pfizer,
1,done na sa pagpapa booster booster pfizer,
0,shocks malala pala side effect ng pfizer vaccine booster dose pfizer booster done,
0,para akong lalagnatin pfizer,
0,four in the afternoon hanggang six in the mornign ang tulog fourteen hours grabe ang pagod pfizer vaccine,
1,boosted by moderna bakuna bayani tayo resbakuna  forum robinsons https://tco/hihi76wicq,
0,body temp three hundred seventy-eight pero hindi nmn ako nag chill or nahihilo or anything mainit lang tlga ko sana mawala na yung fever ko booster shot pfizer,
0,sakit ng kasu-kasuhan ko ha booster pa nga from pfizer to astrazeneca buti na lang friday ako nagpaturok pahinga ngayong weekends,
0,"lulubog lilitaw na sakit at lagnat now on its second day booster jab pfizer
",
0,sobrang sakit ng ulo ko dahil sa booster shot pero mas masakit ata yung braso hahaha pfizer,
0,ngalay at mainit ang braso ko pfizer https://tco/wfrl8w9sz7,
0,sakit ulo sakit katawan hays third dose covid vaccine pfizer,
0,sobrang sakit ng braso ko booster shot pfizer,
0,grabe ka pfizer booster shot ang bigat mo sa braso hanggang ngayon ramdam kita yun sinovac na first two doses ko saglit lang nawala agad sakit pfizer booster jab,
0,ang bigat ng braso ko pfizer booster,
0,side effect is real fever and bodyache booster shot pfizer,
0,nagiinit nko ng konti booster jab pfizer ,
0,di ako maka move on sa pa spicy flavor na bakuna ng pfizer dios ko po napakahapdi booster shot covid19 vaccine pfizer,
0,fast heart beat po ba isa ring side effect ng covidvaccine huhuh one hundred one to one hundred five beats per minute almost twenty hours na since nagpashot ako ng pfizer may konting sinat din punta na ba kong emergeny room,
1,sa wakas boostered na pfizer https://tco/nans8a7ws7,
1,i do not feel any side effects so far other than pain at the injection area covid19 vaccine pfizerbiontech,
1,fully vaccinated na yan heart pfizer https://tco/vknr30t8b8,
1,ok daw booster sa omicron kahit sinovac pa man yan na third shot or pfizer booster pa booster na sa nationa lvaccination day tomorrow resbakuna https://tco/s6te2s8tn7,
0,got my booster shot today bakit ang bigat ganito ba ako kasakit maginject o sadyang mabigat ka pfizer resbakuna,
1, fuck the omicron variant  get vaccinated now  mandatory vaccination covid testing  sarscov2  boosters for all  booster shots  covid19  maskup  moderna phizer https://tco/mhnsdyezys,
1,moderna booster done so mamaya kung may mapost akong kakaiba blame it on the vaccine  https://tco/w4ke4uqkho,
1,"nakahanda ang moderna sakaling kailanganin ng bagong formula ng covid19 vaccine kontra omicron variant moderna https://tco/stn2oqwmri 
",
0,laina diay sa side effects sa moderna oyy based sa experiences sa uban makahadlok hahahahahaha vaxxed ctto https://tco/vll0fhw6fx,
1,just wanna share na pagdating ko ng bahay bagsak ako and woke up today na masakit ulo hence rest day today laban again tomorrow  vaccines work vaccines save lives moderna https://tco/aqthvjsy8f,
1,kalakumag sosyal sayo bbq buti naka first dose kana second dose ko bukas moderna ??????,
0,normal lang na ba two araw ako nilagnat after having my second dose of vaccine moderna and is it normal na masakit pa din ang braso ko hanggang ngayon i got my vaccine last thursday by the way moderna,
1,my father got vaccinated moderna get vaccinated resbakuna,
1,i would have preferred sputnik light but i am quite relieved to have been moderna boostedresbakuna,
1,booster shot done resbakuna moderna https://tco/bggcao7cjv,
1,on my third day got jabbed of first dose last still monitoring myself  thank god no fever and body pains so far resbakuna moderna,
1,got my booster feel like there's a silverback gorilla sitting on my shoulders excited about that protection tho coronavirus moderna vaccine,
1,i got a boost booster powerup moderna https://tco/ju6xwvjta0,
1,got the moderna covid19 booster shot today you should too,
1,by the way moderna vivid dreams are wild get your booster,
1,boosted moderna,
0,oh boy i have never felt so ill after a vaccine moderna moderna booster,
1,got my booster today moderna,
1,got my first dose today ??moderna,
1,got my booster just now moderna https://tco/nkyskcqsbt,
1,got my booster shots moderna,
1,booster shot appointment scheduled covid vaccine  round three moderna get it done,
1,just got my booster got the moderns in my fifteen minute waiting zone get vaccinated now pfizer moderna,
1,moderna just as planned,
1,i had my booster today covid third shot moderna,
0,got booster shot can't lift arm guess i am not working out or leaving this bed for a year minimum to recover moderna covid vaccine,
1,i got my covid booster today moderna ,
1,got my booster shot or should i say it got me moderna get vaccinated now omicron variant https://tco/xhbukdhw2t,
1,at two fifty in the afternoon today i will have my moderna booster get vaccinated now get vaccinated moderna family get vaccinated asap,
0,i think this booster is kicking my ass harder than the full strength vaccine moderna send help,
1,it kicked my ass  but i would do it again moderna,
1,that�s the booster done moderna vaccine vaccines work,
1,booster activated moderna booster https://tco/wxenplq6ny,
1,i feel boosted thank you science moderna spikevax booster shot https://tco/hrgebrrzjd,
1,got my booster done  off home to drink lots of water and hopefully not feel too rotten for work tomorrow booster covid19 moderna  https://tco/hg0nubefjc,
0,got my booster yesterday moderna tylenol to head off body complaints so far slightly sore arm very mild headachehad tea instead of coffee this am now waiting for the other shoe to fall with my second shot i was down for two days so hoping half won't be as bad??vaccinated,
1,got my booster yesterday soar arm and that is it wife got hers a few weeks ago soar arm fatigued the next day but all was good moderna booster,
0,my question is since receiving two vaccination moderna i have had 2 cases of flu like symptoms both worse than the covid19 i had in july my pharmacist said the same for her anyone hearing similar? https://tco/mvuvvyy4vk,
1,boosted  thanks moderna https://tco/jebore2daa,
1,boosted moderna,
1,got boosted with third moderna today and just kind of lying down wondering if i�m feeling my everyday fatigue or special side effect fatigue and awaiting more side effects as second was rough suspense also get your booster as soon as possible hopefully will help with the new variant and others,
1,just got boosted moderna,
1,got my moderna booster yesterday slept for ten hours with a sore arm woke up with no side effects and arm barely aches anymore,
1,got my moderna booster today still wearing a mask about everywhere but i hate getting marked so like covering the old facial identifier bait anyway good luck out there covid still roiling and boiling,
1,and that�s me boosted moderna https://tco/9sk3wxf9fs,
1,moderna booster shot done https://tco/juggbnqxxo,
1,we are now not only fully vaccinated but also boostered moderna booster vaccine,
1,keep your flock covid free moderna booster pack with a smallpox vaccination at no extra cost https://tco/q4zusztfdg,
1,i am government compliant  just got my covid19 booster shot booster shots booster moderna vaccines work,
1,got my booster shot moderna vaccine covid19 we can dothis https://tco/msx7goif9b,
1,boosted get vaccinated wear a mask indoors and protect your community moderna vaccinate me https://tco/bvsleseamj,
0,had the booster thursday still feel like i�m going to die moderna booster,
1,get your shot with moderna  https://tco/n2anjv2jpq,
0,this fever is kicking my ass covid vaccine thirdvaccine booster moderna vaccine side effects,
1,that booster ain�t no joke you all headache and body aches most of the night and woke up feeling like still way better than covid moderna covid vaccine booster shots,
1,had my moderna booster a few minutes ago if you have not had your first or second vaccine make time and get the best protection we have against this virus https://tco/jsp51dbsfd,
1,boosted moderna https://tco/xddvbmzoi3,
1,got my moderna booster on wednesday i've now had three vaccines two full and a booster and i've had three different sets of side effects one arm pain and a rash two body aches and a low fever three headaches mild nausea and one hell of a swollen lymph node still better than covid19,
0,so i got my booster shot earlier this week i got moderna, my initial two shots were pfizer afterwards i had a sore arm for two days that is all
1,anecdotal evidence suggests being doublevaxx antibodies are of minimal use in preventing infection by omicron although the gsk vaccine is supposed to be better government policy is to boost with pfizer or moderna because they're better at priming tcells to fight infection,
1,claiming the moderna vaccine is slightly better than pfizer https://tco/2ddyjx8tfx,
1,all covid19 boosters work while most studies show  immunogenicity with mrnabased boosters pfizer moderna regardless of primary series all boosters show  antibody titers schedule your booster shot with your lgu/health facility resbakuna covid19 https://tco/oz30upw6dx,
1,boosted by moderna bakuna bayani tayo resbakuna  forum robinsons https://tco/hihi76wicq,
1,protecting yourself and your loved ones is one of the best gift that you can give this christmas season get your booster shot now sinovac sinovac moderna resbakuna moderna https://tco/1ar7zs2pyr,
1,feelinh well now never ko na feel ang side effects nung first and second dose ko sa sinovac except pain sa vaccinated area sa booster shot na moderna pa ako nagka fever at least ramdam ko na umepekto tlaga sya this time hehe get vaccinated now moderna booster jab sinovac,
1,my father got vaccinated moderna get vaccinated resbakuna,
1,done with my booster shot resbakuna moderna,
1,team moderna for the win but please get your vaccines because vaccines save lives and help save everyone not just you i got the shot boosted https://tco/tfihmeswjp https://tco/wgkd1tpsra,
1,"got the moderna covid19 booster shot today 

you should too",
0,my arms sore and i feel really really sleepy moderna second vaccine also really thirsty vaccine side effects,
1,get your shot with moderna https://tco/n2anjv2jpq,
0,i guess i should have gotten pfizer again for my second dose because it looks like i'm having an allergic reaction to moderna ,
1,pag pfizer ang bakuna pfizer pag moderna ang bakuna moderna pag sinovac ang bakuna best vaccine is the one available,
1,booster shot qc protektodo covid vaccine moderna resbakuna vaccine booster boosted booster shot https://tco/znlzbcsorh,
1,boosted by moderna bakuna bayani tayo resbakuna https://tco/hihi76wicq,
1,i received my moderna covid 19 vaccine booster keepsafe everyone thank you lord covid19 vaccination ph get vaccinated to be protected salamat frontliners booster moderna astrazeneca https://tco/ubpe9fbig4,
1,boosted by moderna bakuna bayani tayo resbakuna https://tco/hihi76wicq,
1,Just got vaccinated. ???? #CovidVaccine #PfizerBioNTech,
