Created-At,Text,
28/11/2021 6:59,"1st Dose Done. 

#GetVaccinated #Pfizer #Resbakuna",
28/11/2021 4:29,"Got my second dose today, finally I'm fully vaccinated. ??
And I'm so ready to travel again, joke ??

Thank You, LGU and RHU IBAJAY! heart
#PfizerCOVID19Vacccine
#Pfizer https://t.co/F41TZ3DiHW",
28/11/2021 4:03,Yehey! I just got my first dose of the Pfizer vaccine against COVID-19! I am so happy! #vaccinated #Pfizer,
28/11/2021 3:52,Never taking that #Pfizer poison ... https://t.co/9bUiauYNL3,
28/11/2021 2:32,"RT @mburgosmd: First dose check 

They were so excited! 
#vaccinated #Pfizer #COVIDVaccineKids https://t.co/H11psnWwaB",
28/11/2021 2:25,My girl got her first dose of Covid vaccine today. My heart is full. ?? #vaccine #COVID19 #Pfizer,
28/11/2021 1:41,Anyone else had the pfizer vaccine recently and feel extremely hot and sick ? #Pfizer #vaccine,
28/11/2021 1:37,"Got my vaccine. ??
#2ndDose #PfizerBioNTech #FULLYvaccinated ?? https://t.co/Gi1QrrQvzu",
27/11/2021 23:59,"2nd dose done! Yeeey! I’m fully Vaccinated! heart
#PfizerBioNTech #CovidVaccine https://t.co/y2jIREcMn1",
27/11/2021 22:58,"FULLY VACCINATED 
& you should too!
#PfizerBioNTech https://t.co/Ify5CnJo5I",
27/11/2021 22:20,Fully vaccinated ?? #PfizerBiontech #PfizerPapi https://t.co/z7s8oY08DR https://t.co/KGvHc6DKvF,
27/11/2021 22:17,Beyond thrilled that my sweetness has now gotten her first dose of #PfizerBiontech! She’s such a brave girl ?????? https://t.co/VEWPNAGQ8W,
27/11/2021 22:10,Grabeee yung epekto. ?? Lagnat agad ?? #2nddose #Pfizer ??,
27/11/2021 22:02,"Just got vaccinated?? sana di ako mamatay sa side effects chour, di naman masakit e parang kagat lang ng dinosaur hehe joke??
#vaccinated #Pfizer 
di pako pwedeng mamatay kikitain ko pa ang aking mga lodicakes??",
27/11/2021 19:37,"Balewala sakin ang mainitan, maghintay ng matagal at pumila ng napakahaba. Ang importante mapavaccinan kita. . 

Isa ring fighter ang junakis ko.
#pfizer https://t.co/VEljJmWI5C",
06/12/2021 7:55,"Fully vaxx na ko, pero hilong-hilo naman ako. I feel Weak and Tired. #PFizer",
30/11/2021 18:09,"Sakit kaayo akung bukton! Pa vaccine pamore, 2 years ma zombie nadaw ko??
#Pfizer #fulzombienated",
30/11/2021 11:40,"ResBakuna Kasangga ng Bida
#2nddosedone ??
#PfizerBioNTech ??
#Godisgoodallthetime ??
#AllanEscabusa ??
??????https://t.co/8xvjtqTTkS https://t.co/jnWDASsE9U",
24/11/2021 18:06,"This Girl is on Pfizer !!!
woot Got Boosted, ngalay is real hindi tulad sa Sinovac dati na wala lang, sana wala ng iba pang maging adverse ???? 
thank you #iLoveTaguig for being 1 of the first cities to give booster for #A1Frontliners #RoadToZero #GetVaccinated #ResBakuna #Pfizered https://t.co/g62UeKlqzU",
23/11/2021 15:09,Finally decided to get #vaccinated #Pfizer #CovidVaccine #RESBAKUNA ?? https://t.co/zNHmlyQ2fo,
27/11/2021 19:44,"First dose of pfizer? check! check
#vaccinated #RESBAKUNA https://t.co/hEpiSMpfiX",
27/11/2021 19:44,"First dose, Donecheck

#Pfizer 
#ResBakuna https://t.co/zFXRKXxChe",
27/11/2021 16:58,"Yesterday, my son got his first shot of #pfizer ???? vacineee. WOOHOO! https://t.co/Yv3WCsccJf",
27/11/2021 10:17,"Fully Vaccinated na ako!
Magpabakuna na lahat, Para lahat protektado !
#Resbakuna #Pfizer https://t.co/fI7UlLwBAR",
21/11/2021 19:49,"Bakuna ay masakit, ngunit mas masakit magkasakit. 

Kayaaa, ano pang hinihintay mo? Magpa-RESBAKUNA na! 

#1stdosedone?? 
#pfizer??
https://t.co/NCkZh7cwAp",
20/11/2021 11:49,"Bakit ganun, after ng vaccine ko, palage akong antok as in. Feeling ko pinainom ako ng gamot na mataas ang dosage. #Pfizer ??",
28/11/2021 21:56,Sakit ng braso ko  #Pfizer,
28/11/2021 14:02,Mula nung nagpa vaccine ako naging sakitin nako #Pfizer,
27/11/2021 18:57,Grabe side effect ng pfizer nung afterako magpavaxx sumakit lang ulo ko nov12 'yon tas now nov18 ubo at sipon pati lagnat at tumitibok na ugat sa ulo ko yung nafeel ko grabe mih parang ipapaready ko na st.peter CHARIZ keri yarn mih #GetVaccinatedNow #Pfizer,
27/11/2021 10:21,"Natulugan ko sya, sakit ng kamay ko dahil sa vaccinee! #pfizer",
25/11/2021 22:35,BESTAYYYYY 1ST DOSE DONE!!! PA BAKUNA NA KAYOOO ???? NAKAHINGA NARIN KAHIT PAPANO ahfhsnfjma #1stDoseDone #Pfizer #Astrodome,
25/11/2021 20:00,"Fully vaccinated yesterday. Buti na lang di gaano kasakit sa balikat ngayon unlike nung first dose happy
#pfizer",
25/11/2021 15:56,"sakit ng braso ko??
#VaccineSideEffects
#Pfizer",
25/11/2021 15:07,"finally, got my booster dose! ?? nakapag #Pfizer din kahit booster lang. ?? https://t.co/8H1b7VlwYN",
25/11/2021 13:17,"grabe side effects ng 2nd dose, tipong mas masakit pa nung iniwan ka niya
#pfizer
#qcprotektado
#2nddose

HAHAHAHHA jkk",
25/11/2021 11:36,Kastress yung booster ambigat sa braso ???????? #RESBAKUNA #pfizer #boostershot,
21/11/2021 14:55,"Sobrang bigat pa din ng braso, almost 24hrs has passed #CovidVaccineBooster #pfizer https://t.co/MflNTo64WC",
20/11/2021 20:11,Anyone else had AZ for 1st and 2nd jab then pfizer for booster and constantly feeling sick? #AstraZeneca #Pfizer #COVID19,
20/11/2021 17:59,Got my Pfizer booster dose #Resbakuna https://t.co/mfUHWgdSMZ,
25/11/2021 22:35,Fully Vaccinated na. Yayyyy! ?? #pfizerbiontech ??heart @ Gamu Municipal Hall https://t.co/wc3DzdomYu,
25/11/2021 20:00,"Post vaccine I'm not felling well, but I'm fine #vaccine #postvaccinated #PfizerBiontech #vacuna #notfellingwell https://t.co/L92zTBeJH9",
25/11/2021 15:56,Extremely thankful today because my 6 year old received his second vaccination shot. #Pfizer #vaccination #COVIDVaccineKids,
30/10/2021 14:12,"#BIDABakunation 2nd dose of #Sinovac   #FullyVaccinated  #getvaccinatedtobeprotected 
???????? https://t.co/k7fD2GWoDZ",
29/10/2021 14:15,WE GOT OURS #fullyvaccinated #sinovac?? https://t.co/f4NsSPoccS,
25/10/2021 1:42,"don't doubt, just do it.
#Sinovac #FirstDose #Vaccinated https://t.co/wbMfHHJuBy",
29/10/2021 9:04,#Sinovac works https://t.co/XarewrRtKG,
29/10/2021 9:02,got my first jab of #Sinovac https://t.co/dOgGNMpYpZ,
28/10/2021 23:10,"Second dose done!
#RESBAKUNA #Sinovac https://t.co/OeqmCITW3u",
23/10/2021 15:46,Got my First dose #Sinovac,
27/10/2021 5:12,"1st Dose done! ??
Finally! ??

#RESBAKUNA",
26/10/2021 14:10,"Registered: 10202021
#FirstDose of #Pfizer : 10262021

Thank you, #Marikina ??
P.S.  salamat din sa treats ??

#Covid19VaccinePH  #Grateful #MyTeenageBoy #RESBAKuna #BakunaProtektado https://t.co/suiML5a0Wz",
25/10/2021 16:32,First vaccine done! #Resbakuna #Bakuna https://t.co/XOwXhkZCfJ,
25/10/2021 15:37,"Fully Vaccinated! ??
#Resbakuna #GetVaccinated #Sinovac https://t.co/RsEpHJ9IVC",
29/10/2021 12:21,"@stynzian #Sinovac lang ang sakalam. Hahaha

Effective ata masyado skin, ayaw pa tablan, lol, wag naman sana.",
27/10/2021 10:57,"Finally natuloy din
#Sinovac https://t.co/TEt2Dxw6fq",
29/10/2021 11:49,Kahit naka-2 jabs ka na ng #Sinovac parang di ka pa rin nabakunahan. Kaso hindi aaminin ng mga kinabubukulan iyan. Kaya ngayon may booster shot na ang mga Si No Vac - #Moderna ang binibigay. Ang suma tutal niyan ay nabakunahan sila ng 1 jab lang ng Moderna. Kulang pa rin. Sablay.,
29/10/2021 16:28,"Why ganown! Sabi ng isang mommy kahapon, di siya asymptomatic pero nag positive siya! ???? Ogieeeeee... 
Pero di kasi siya Vaccinated.
Buti fully vax ako #GoGetVaccinated #Sinovac",
30/10/2021 1:04,"Got my first dose ?? 

#RESBAKUNA
#Sinovac",
30/10/2021 3:33,"Just got vaccinated for my 1st dose ?? 

#TeamSinovac #vaccinated #Sinovac https://t.co/Z9J7WfyOME",
30/10/2021 5:00,I got my 1st dose of SINOVAC  #Vaccinated #Sinovac,
30/10/2021 12:38,"Wrong move. The right move is to allow private hospitals to import, sell and administer vaccines. Bakit minomonopolya ang bakuna? Para ang kalahati ng makapasok ay #Sinovac? ?????? @DOHgovph @FDAPhilippines @HouseofRepsPH @senatePH https://t.co/wVXRwiFNIu",
14/11/2021 4:23,"oy nawala na ang mga case dito sa Digos patuloy natin to
#Sinovac ????",
03/11/2021 19:02,Ang totoong nabakunahan sa Pinas mga 10% palang. Ang #Sinovac not counted. https://t.co/PLwFNiC6nE,
07/11/2021 16:10,@iamMADolar @msderossi Me too though nawalan din ako ng panlasa.?? But still very mild lang ang symptoms.  #Sinovac,
09/11/2021 22:12,"Got my second dose of SINOVAC todaaay! Fully vaccinated, yay! So far, okay naman ’yong una. Okay pa rin din today. :> Pabakuna na rin po kayooo.
#resbakuna #COVID19",
07/11/2021 2:39,got my first dose of Covid Vaccine tonight. #Sinovac,
13/11/2021 15:43,", Fully Vaccinated #Sinovac https://t.co/QAHEDw7yUu",
27/11/2021 19:44,2nd dose done! #sinovac,
13/11/2021 19:49,"Done my First Dose!

#Sinovac https://t.co/3aR1B5JjWA",
09/11/2021 13:22,2nd and final dose heart #Sinovac https://t.co/8aDYLBt8S6,
09/11/2021 15:37,"Fully vaccinated heart

#fullyvaxxed #sinovac?? @ Robinson's Galleria Cebu https://t.co/v7QyLH9U4F",
24/11/2021 12:32,Done check #vaccinated #sinovac ????,
23/11/2021 11:17,"I'm so happy fully vaccinated na ..yihieeeeee ??

#Resbakuna 
#Fullyvaccinated 
#Sinovac https://t.co/ZZUGqUy4TM",
13/11/2021 20:15,Sana ganun din sa BAKUNA...HINDI MANDATORY ang #Sinovac...#COVID19 #COVID19PH https://t.co/rmKcOKAYBV,
20/11/2021 11:01,"nanghihina ako

#bakuna
#sinovac",
26/11/2021 10:45,"First Dose Done heart
Thankyou  ate  @reginevalcasid
sa paghikayat na magpavaccine  
#Sinovac https://t.co/dmtihy7b3C",
19/11/2021 15:38,Fully vaccinated. ?? #Sinovac #RESBAKUNA https://t.co/XtUpxfkqOe,
18/11/2021 15:35,Siyempre #Sinovac pinili ko.?? Ang pinipili ng mapiling ina. Emsz! #BoosterShot ?????????????? https://t.co/syRV5Jp1QL,
17/11/2021 17:00,"Yung ang tagal mong inantay... tas ngayon nangyari na... 
#salamatpoPapaJesus??????heartheartheartheart
#sinovac
#FullyVaccinated 
#letsfightCOVID19?????? https://t.co/kMtMpoZlDf",
17/11/2021 7:59,"Magpavaccine narin kayo??
#Sinovac #vaccine https://t.co/0FsSkgJfeE",
27/11/2021 10:17,"Finally natapos na
#2nddose 
#sinovac https://t.co/umgMG2ZS7s",
25/11/2021 19:30,"Pinakamainam kaya itong Sinovac dahil gawa sa ""tried and tested"" na parang sa paggawa ng bakuna. Too bad this is not known by a lot of people. This is my preferred vaccine! ??????? #Sinovac https://t.co/scQhERkuCy",
05/12/2021 8:36,sa wakas natusok na ako heart vaccination sinovac,
01/12/2021 13:04,first dose done sinovac,
05/12/2021 15:07,got my first dose vaccinated sinovac https://t.co/Qbe7ZU4cKn,
01/12/2021 18:58,first dose sinovac https://t.co/5rTLIp8fLH,
03/12/2021 21:51,first jab done sinovac,
06/12/2021 5:32,got my first dose today thanks lord heart heart sinovac,
06/12/2021 5:01,it's a success the vaccine i received is sinovac from marikina resbakuna national vaccination day,
03/12/2021 13:13,first dose heart sinovac resbakuna vaccinated https://t.co/WYFXgbp1VI,
10/12/2021 21:28,boost your immune system go for a booster sinovac homologousbooster https://t.co/RJkeRsrwQa,
15/12/2021 15:28,second dose done sinovac,
01/12/2021 12:48,got my first dose sinovac,
16/12/2021 18:30,nasaan na kayo yung mga eksperto na bumanat ng bumanat sa sinovac sunday thoughts vaccines save lives,
16/12/2021 14:51,bryan castillo oo nga hangang ngayon hindi pa ko nagka covid sinovac good game well played,
20/12/2021 5:14,feeling well now never ko na feel ang side effects nung first and second dose ko sa sinovac except pain sa vaccinated area sa booster shot na moderna pa ako nagka fever at least ramdam ko na umepekto tlaga sya this time hehe get vaccinated now moderna booster jab sinovac,
13/12/2021 13:04,eh yung sinovac ilang percent naman kaya ang efficacy rate fda philippines https://t.co/yje1nuNnFV,
21/12/2021 16:02,finally received my first dose sinovac https://t.co/5rTLIp8fLH,
21/12/2021 8:58,got my first dose today thanks lord heart sinovac,
19/12/2021 11:54,first dose sinovac,
19/12/2021 17:29,buti na lang talaga at hindi pinakinggan ng national government yung dating executive ng pfizer or doctor na naging parte ng iatf covid19 covid19 vaccine sinovac thursday thoughts,
26/12/2021 15:02,pag ibang brand ng vaccine proud pero kapag pag sinovac ang bakuna best vaccine is the one available ang sinasabi,
28/12/2021 19:15,dear sinovac and pfizer my booster idamay na din natin lahat ng brand ng bakuna umayos kayo ha work work work kayo lalo ngayong may surge and of course we got to do our part din to practice health protocols sa mga makakabasa neto doble ingat po tayo,
28/12/2021 12:45,second dose finally done sinovac,
30/12/2021 13:55,done with my sinovac booster get your booster now kung nakaka three months na kayo since your second dose sa mga pulitiko huwag niyong pulitikahin ang mga bakuna lagpas isang siglo ng teknolohiya ang ginamit para sa sinovac booster sinovac vaccination,
31/12/2021 4:20,second dose fully vaccinated sinovac,
21/12/2021 14:12, fuck the omicron variant  get vaccinated now  mandatory vaccination covid testing  sarscov2  boosters for all  booster shots  covid19  maskup  moderna phizer https://tco/mhnsdyezys,
08/12/2021 1:07,moderna booster done so mamaya kung may mapost akong kakaiba blame it on the vaccine  https://tco/w4ke4uqkho,
06/12/2021 23:42,"nakahanda ang moderna sakaling kailanganin ng bagong formula ng covid19 vaccine kontra omicron variant moderna https://tco/stn2oqwmri 
",
07/12/2021 16:09,laina diay sa side effects sa moderna oyy based sa experiences sa uban makahadlok hahahahahaha vaxxed ctto https://tco/vll0fhw6fx,
09/12/2021 3:06,just wanna share na pagdating ko ng bahay bagsak ako and woke up today na masakit ulo hence rest day today laban again tomorrow  vaccines work vaccines save lives moderna https://tco/aqthvjsy8f,
06/12/2021 19:50,kalakumag sosyal sayo bbq buti naka first dose kana second dose ko bukas moderna ??????,
10/12/2021 18:28,normal lang na ba two araw ako nilagnat after having my second dose of vaccine moderna and is it normal na masakit pa din ang braso ko hanggang ngayon i got my vaccine last thursday by the way moderna,
08/12/2021 12:13,my father got vaccinated moderna get vaccinated resbakuna,
08/12/2021 4:00,i would have preferred sputnik light but i am quite relieved to have been moderna boostedresbakuna,
07/12/2021 0:13,booster shot done resbakuna moderna https://tco/bggcao7cjv,
06/12/2021 17:49,on my third day got jabbed of first dose last still monitoring myself  thank god no fever and body pains so far resbakuna moderna,
06/12/2021 9:36,got my booster feel like there's a silverback gorilla sitting on my shoulders excited about that protection tho coronavirus moderna vaccine,
09/12/2021 20:58,i got a boost booster powerup moderna https://tco/ju6xwvjta0,
06/12/2021 21:18,got the moderna covid19 booster shot today you should too,
13/12/2021 8:06,by the way moderna vivid dreams are wild get your booster,
12/12/2021 20:19,boosted moderna,
12/12/2021 12:54,oh boy i have never felt so ill after a vaccine moderna moderna booster,
15/12/2021 19:26,got my booster today moderna,
20/12/2021 12:08,got my first dose today ??moderna,
17/12/2021 17:30,got my booster just now moderna https://tco/nkyskcqsbt,
16/12/2021 8:59,got my booster shots moderna,
14/12/2021 11:32,booster shot appointment scheduled covid vaccine  round three moderna get it done,
24/12/2021 13:58,just got my booster got the moderns in my fifteen minute waiting zone get vaccinated now pfizer moderna,
21/12/2021 19:42,moderna just as planned,
26/12/2021 13:17,i had my booster today covid third shot moderna,
26/12/2021 10:18,got booster shot can't lift arm guess i am not working out or leaving this bed for a year minimum to recover moderna covid vaccine,
26/12/2021 3:04,i got my covid booster today moderna ,
25/12/2021 20:37,got my booster shot or should i say it got me moderna get vaccinated now omicron variant https://tco/xhbukdhw2t,
25/12/2021 19:53,at two fifty in the afternoon today i will have my moderna booster get vaccinated now get vaccinated moderna family get vaccinated asap,
25/12/2021 19:48,i think this booster is kicking my ass harder than the full strength vaccine moderna send help,
22/12/2021 16:57,it kicked my ass  but i would do it again moderna,
22/12/2021 16:08,that’s the booster done moderna vaccine vaccines work,
22/12/2021 14:49,booster activated moderna booster https://tco/wxenplq6ny,
22/12/2021 14:35,i feel boosted thank you science moderna spikevax booster shot https://tco/hrgebrrzjd,
22/12/2021 11:28,got my booster done  off home to drink lots of water and hopefully not feel too rotten for work tomorrow booster covid19 moderna  https://tco/hg0nubefjc,
24/12/2021 23:00,got my booster yesterday moderna tylenol to head off body complaints so far slightly sore arm very mild headachehad tea instead of coffee this am now waiting for the other shoe to fall with my second shot i was down for two days so hoping half won't be as bad??vaccinated,
24/12/2021 21:20,got my booster yesterday soar arm and that is it wife got hers a few weeks ago soar arm fatigued the next day but all was good moderna booster,
24/12/2021 9:49,my question is since receiving two vaccination moderna i have had 2 cases of flu like symptoms both worse than the covid19 i had in july my pharmacist said the same for her anyone hearing similar? https://tco/mvuvvyy4vk,
24/12/2021 9:00,boosted  thanks moderna https://tco/jebore2daa,
24/12/2021 4:25,got boosted with third moderna today and just kind of lying down wondering if i’m feeling my everyday fatigue or special side effect fatigue and awaiting more side effects as second was rough suspense also get your booster as soon as possible hopefully will help with the new variant and others,
23/12/2021 20:00,just got boosted moderna,
23/12/2021 17:00,got my moderna booster yesterday slept for ten hours with a sore arm woke up with no side effects and arm barely aches anymore,
23/12/2021 15:00,got my moderna booster today still wearing a mask about everywhere but i hate getting marked so like covering the old facial identifier bait anyway good luck out there covid still roiling and boiling,
18/12/2021 12:12,and that’s me boosted moderna https://tco/9sk3wxf9fs,
18/12/2021 9:00,moderna booster shot done https://tco/juggbnqxxo,
21/12/2021 17:04,we are now not only fully vaccinated but also boostered moderna booster vaccine,
23/12/2021 23:26,keep your flock covid free moderna booster pack with a smallpox vaccination at no extra cost https://tco/q4zusztfdg,
22/12/2021 8:09,i am government compliant  just got my covid19 booster shot booster shots booster moderna vaccines work,
20/12/2021 19:18,got my booster shot moderna vaccine covid19 we can dothis https://tco/msx7goif9b,
20/12/2021 16:57,boosted get vaccinated wear a mask indoors and protect your community moderna vaccinate me https://tco/bvsleseamj,
20/12/2021 15:30,had the booster thursday still feel like i’m going to die moderna booster,
20/12/2021 11:13,get your shot with moderna  https://tco/n2anjv2jpq,
19/12/2021 19:26,this fever is kicking my ass covid vaccine thirdvaccine booster moderna vaccine side effects,
19/12/2021 17:02,that booster ain’t no joke you all headache and body aches most of the night and woke up feeling like still way better than covid moderna covid vaccine booster shots,
20/12/2021 10:29,had my moderna booster a few minutes ago if you have not had your first or second vaccine make time and get the best protection we have against this virus https://tco/jsp51dbsfd,
20/12/2021 9:41,boosted moderna https://tco/xddvbmzoi3,
20/12/2021 4:11,got my moderna booster on wednesday i've now had three vaccines two full and a booster and i've had three different sets of side effects one arm pain and a rash two body aches and a low fever three headaches mild nausea and one hell of a swollen lymph node still better than covid19,
19/12/2021 13:00,so i got my booster shot earlier this week i got moderna,
19/12/2021 13:00,my initial two shots were pfizer afterwards i had a sore arm for two days that is all,
19/12/2021 11:00,anecdotal evidence suggests being doublevaxx antibodies are of minimal use in preventing infection by omicron although the gsk vaccine is supposed to be better government policy is to boost with pfizer or moderna because they're better at priming tcells to fight infection,
18/12/2021 21:00,claiming the moderna vaccine is slightly better than pfizer https://tco/2ddyjx8tfx,
22/12/2021 8:26,all covid19 boosters work while most studies show  immunogenicity with mrnabased boosters pfizer moderna regardless of primary series all boosters show  antibody titers schedule your booster shot with your lgu/health facility resbakuna covid19 https://tco/oz30upw6dx,
21/12/2021 18:01,boosted by moderna bakuna bayani tayo resbakuna  forum robinsons https://tco/hihi76wicq,
21/12/2021 16:24,protecting yourself and your loved ones is one of the best gift that you can give this christmas season get your booster shot now sinovac sinovac moderna resbakuna moderna https://tco/1ar7zs2pyr,
21/12/2021 13:36,feelinh well now never ko na feel ang side effects nung first and second dose ko sa sinovac except pain sa vaccinated area sa booster shot na moderna pa ako nagka fever at least ramdam ko na umepekto tlaga sya this time hehe get vaccinated now moderna booster jab sinovac,
22/12/2021 17:55,done with my booster shot resbakuna moderna,
25/12/2021 19:47,team moderna for the win but please get your vaccines because vaccines save lives and help save everyone not just you i got the shot boosted https://tco/tfihmeswjp https://tco/wgkd1tpsra,
25/12/2021 10:00,"got the moderna covid19 booster shot today 

you should too",
25/12/2021 9:00,my arms sore and i feel really really sleepy moderna second vaccine also really thirsty vaccine side effects,
25/12/2021 2:50,get your shot with moderna https://tco/n2anjv2jpq,
22/12/2021 22:00,i guess i should have gotten pfizer again for my second dose because it looks like i'm having an allergic reaction to moderna ,
22/12/2021 21:00,pag pfizer ang bakuna pfizer pag moderna ang bakuna moderna pag sinovac ang bakuna best vaccine is the one available,
22/12/2021 20:28,booster shot qc protektodo covid vaccine moderna resbakuna vaccine booster boosted booster shot https://tco/znlzbcsorh,
22/12/2021 20:00,boosted by moderna bakuna bayani tayo resbakuna https://tco/hihi76wicq,
22/12/2021 18:28,i received my moderna covid 19 vaccine booster keepsafe everyone thank you lord covid19 vaccination ph get vaccinated to be protected salamat frontliners booster moderna astrazeneca https://tco/ubpe9fbig4,
22/12/2021 17:55,oh my god sakit ng katawan ko astrazeneca,
21/12/2021 11:01,nakakapanghina ng katawan ang vaccine nagkaron ako ng ubo at sipon after first dose astrazeneca,
21/12/2021 10:53,second dose done heart astrazeneca dbcvaccinationprogram  https://t.co/orRvttKzYA,
21/12/2021 10:00,same lang din side effect ng first at second dose eh  astrazeneca fever and headache,
07/12/2021 16:09,booster shot done resbakuna aztrazeneca-pfizer https://t.co/0y1dprZQEL,
06/12/2021 23:42,got boosted today  astrazeneca covid booster bakuna antipolo resbakuna tayo na antipolo https://t.co/4sareV2cjs,
10/12/2021 21:28,just got boosted let us fight covid variants thank you lord for the immunity pfizer-astra booster astrazeneca booster booster shot resbakuna https://t.co/6wZdnqa0m9,
09/12/2021 22:23,booster done astrazeneca resbakuna booster https://t.co/iDtoPBAMHp,
06/12/2021 22:03,yay mama and papa got their first shot today resbakuna astrazeneca,
08/12/2021 0:03,doing my civic and moral duty to protect myself my family community and country against covid19 get vaccinated now resbakuna astrazeneca https://t.co/t7Jl66OeWq,
08/12/2021 0:13,just got boosted let us fight covid variants  thank you lord for the immunity pfizer x astra Booster astrazeneca booster booster shot resbakuna,
04/12/2021 23:04,ang sakit ng buong katawan ko muscles and butu-buto booster astrazeneca ang siste literal ako lang mag-isa sa bahay and will need to feed the dogs clean up their giant poop and wash the area where they roam Malakilaki din yon ah hahaha fuck shet,
04/12/2021 23:03,got my first dose yan tapang ka kanina lagnat ka ngayon daanin sa smile ang sakit ng turok at lagnat astrazeneca first dose done https://t.co/nSpPrvWQvj,
11/12/2021 9:07,done second dose salamat sa dios astrazeneca marikina city https://t.co/jh4GP8lAk3,
08/12/2021 3:50,antukin ako pero yung antok ko ngayon kakaiba booster shot astrazeneca,
07/12/2021 20:28,lalagnatin ako shet astrazeneca booster,
08/12/2021 8:04,got my booster shot astrazeneca,
08/12/2021 8:03,done with my booster shot astrazeneca https://t.co/o07Iq8Cyvm,
08/12/2021 8:02,eleven eleven mawala na ang side effect ng astrazeneca booster shot,
08/12/2021 8:01,I am done with my booster shot pa-booster na din kayo astrazeneca hindi choosy sa vaccine antipolo covid19 vaccine booster shot https://t.co/zU0ypoKChy,
08/12/2021 7:56,finally got my astrazeneca booster jab today https://t.co/FYlFzukZoY,
08/12/2021 6:41,ready na tayo lagnatin mamaya booster shot astrazeneca https://t.co/CuaWiWmNn6,
08/12/2021 5:09,para akong binugbog ni astrazeneca https://t.co/nMo6ZWrE0x,
08/12/2021 4:16,napaka traydor mo naman astrazeneca booster https://t.co/pUS2w5hiDn,
08/12/2021 22:30,that booster jab yesterday makes me sick at nagkarashes ako today mukhang may love triangle ata ang two sputnik at one astra vaccine booster jab sputnikv astrazeneca,
08/12/2021 12:00,putang inang booster sama ng pakiramdam ko higa na lang yata ako dito astrazeneca https://t.co/qnbOtZsn27,
08/12/2021 9:00,para akong nakipag boxing ng three rounds sakit sa katawan covid booster astrazeneca,
07/12/2021 19:30,shems ramdam ko na ang sumpa ni zenki sana bukas ok na ko huhu booster shot astrazeneca,
07/12/2021 17:53,na-booster na astrazeneca gid hahaha https://t.co/AwvAJXYhkU,
07/12/2021 9:00,wala ka pang ten minutes ambigat mo na  ? BoosterDose astrazeneca,
06/12/2021 21:30,fever astrazeneca booster shots,
06/12/2021 19:45,"went to nbs after being vaccinated went out empty handed except i was smiling from ear to ear you couldn't see

booster jab booster shot booster dose booster vaccine vaccinated astrazeneca vaccines work crochet https://t.co/RHQDkFtiPg",
06/12/2021 13:53,let us keep that protection longer get boosted nowastrazeneca moderna booster https://t.co/leQBICpIey,
10/12/2021 11:30,yung ang sama ng pakiramdam ko dahil  sa vaccine grabe ang bigat sa braso ah astrazeneca,
10/12/2021 8:19,gagi from second dose to booster ng astrazeneca parang wala nang effect sa katawan ko ah nagdududa na ko kung kaya na ba talaga ng katawan ko o baka wala talagang tinuturok sakin charot hahahaha,
09/12/2021 21:30,ah yawa sakit ng buong katawan ko astrazeneca booster,
09/12/2021 21:30,ang sakit ng bewang ko sexbomb sexbomb sexbomb astrazeneca,
09/12/2021 21:06,tamang seizures lang astrazeneca,
09/12/2021 20:41,grabe naman adverse effects ng booster shot astrazeneca booster dose,
09/12/2021 19:26,"just got boosted let us fight covid variants  thank you lord for the immunity pfizer x astra booster
astrazeneca booster booster shot resbakuna https://t.co/6wZdnqa0m9",
10/12/2021 21:07,kangalay booster haha astrazeneca,
20/12/2021 9:41,hindi ako nilagnat pero sinipon naman ako booster astrazeneca,
20/12/2021 4:11,ang sakit ng braso ko dahil sa booster astrazeneca,
18/12/2021 9:00,saket ng astrazeneca booster dose,
21/12/2021 17:04,"normal ba ito naninilaw yung tinurukan ng bakuna astrazeneca covid19 

waiver waver pa kayo ayaw niyo lang mabawasan pero niyo sa pampalibing sa amin pag ako naging conscious zombie uunahin ko yung mayor",
23/12/2021 23:26,bad trip ako bakit masakit ulo ko bakit di pa ako tapos sa mga paper works bakit —gusto ko nalang matulog ok bye pfizer,
20/12/2021 10:29,"day two resbakuna oriental mindoro central district hospital pinamalayan oriental mindoro pfizer
secod dose vaccineswork https://tco/snpdwiuptd",
20/12/2021 9:41,feeling ko may nakabaon na piso sa braso ko booster shots pfizer,
20/12/2021 4:11,balda na naman ang mami booster pfizer https://tco/suo2dadhuf,
20/12/2021 11:13,fully vaccinated pwede na gumala haha char pfizer,
01/12/2021 20:46,just had booster shot yesterday at hanggang ngayon ramdam ko ang ngalay at sakit ng braso ko whooo pfizer booster,
01/12/2021 20:44,mandatory post ng booster shot lalo na at pfizer ang booster ko flex charot hahahahahahahaha https://tco/6e1vkxexs5,
01/12/2021 20:00,gago sakit sa braso pfizer,
02/12/2021 9:03,ok ngalay at may slight pain yung pinagturukang arm sakin ng booster shot and antoks as in had throbbing headache kanina pero ininuman ko na ng paracetamol pfizer,
02/12/2021 9:02,bakunado protektado got my first dose of pfizer today so far okay naman ung braso ko — parang kinagat lang ng dinosaur roar hahahahaha vaccinated first dose pfizer https://tco/mre7sx9bnp,
03/12/2021 18:00,natapos narin sawakas pfizer enchanted kingdom https://tco/sbljkhfweb,
03/12/2021 17:13,,
03/12/2021 12:30,alagang pfizer haha,
